"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7974566"	"1"	"0.0126602"	"-3.15"	"-3.31"	"-1.88e-01"	"AP5M1"	"adaptor related protein complex 5 mu 1 subunit"
"8136940"	"1"	"0.012853"	"3.14"	"-3.31"	"2.82e-01"	"TCAF2P1///TCAF2"	"TRPM8 channel associated factor 2 pseudogene 1///TRPM8 channel associated factor 2"
"7994826"	"1"	"0.0128984"	"-3.14"	"-3.31"	"-3.62e-01"	"ITGAL"	"integrin subunit alpha L"
"8166919"	"1"	"0.0129406"	"-3.14"	"-3.31"	"-7.29e-01"	"GPR82"	"G protein-coupled receptor 82"
"7893483"	"1"	"0.0129927"	"3.13"	"-3.32"	"2.10e-01"	""	""
"7946125"	"1"	"0.0130197"	"3.13"	"-3.32"	"1.84e-01"	"OR52B2"	"olfactory receptor family 52 subfamily B member 2"
"7931951"	"1"	"0.0130665"	"-3.13"	"-3.32"	"-2.83e-01"	"SFMBT2"	"Scm-like with four mbt domains 2"
"7987403"	"1"	"0.0130785"	"3.13"	"-3.32"	"3.26e-01"	""	""
"8140530"	"1"	"0.0131446"	"3.13"	"-3.32"	"2.10e-01"	""	""
"8147101"	"1"	"0.0131841"	"-3.12"	"-3.32"	"-2.57e-01"	"E2F5"	"E2F transcription factor 5"
"8157802"	"1"	"0.0132316"	"-3.12"	"-3.32"	"-2.26e-01"	"MIR181B2"	"microRNA 181b-2"
"7969986"	"1"	"0.0132792"	"-3.12"	"-3.32"	"-2.96e-01"	"TNFSF13B"	"tumor necrosis factor superfamily member 13b"
"7893260"	"1"	"0.0133234"	"3.12"	"-3.33"	"4.99e-01"	""	""
"7895800"	"1"	"0.0133315"	"3.12"	"-3.33"	"3.09e-01"	""	""
"7981460"	"1"	"0.0133873"	"-3.11"	"-3.33"	"-5.12e-01"	"PPP1R13B"	"protein phosphatase 1 regulatory subunit 13B"
"7901445"	"1"	"0.0134427"	"3.11"	"-3.33"	"1.60e-01"	"PLA2G12AP1"	"phospholipase A2 group XIIA pseudogene 1"
"7931838"	"1"	"0.0134449"	"3.11"	"-3.33"	"2.26e-01"	""	""
"8020527"	"1"	"0.0135336"	"-3.11"	"-3.33"	"-1.92e-01"	"C18orf8"	"chromosome 18 open reading frame 8"
"7895550"	"1"	"0.0135519"	"3.11"	"-3.33"	"4.32e-01"	""	""
"7910030"	"1"	"0.0135685"	"3.10"	"-3.33"	"2.58e-01"	"DNAH14"	"dynein axonemal heavy chain 14"
"8125500"	"1"	"0.013576"	"-3.10"	"-3.33"	"-4.54e-01"	"PSMB8"	"proteasome subunit beta 8"
"8178855"	"1"	"0.013576"	"-3.10"	"-3.33"	"-4.54e-01"	"PSMB8"	"proteasome subunit beta 8"
"8180049"	"1"	"0.013576"	"-3.10"	"-3.33"	"-4.54e-01"	"PSMB8"	"proteasome subunit beta 8"
"8070171"	"1"	"0.013587"	"3.10"	"-3.33"	"2.23e-01"	""	""
"7990632"	"1"	"0.0135974"	"3.10"	"-3.33"	"2.24e-01"	"PEAK1"	"pseudopodium enriched atypical kinase 1"
"8148572"	"1"	"0.013599"	"-3.10"	"-3.33"	"-9.08e-01"	"LY6E"	"lymphocyte antigen 6 complex, locus E"
"8154785"	"1"	"0.0136113"	"-3.10"	"-3.33"	"-3.82e-01"	"CHMP5"	"charged multivesicular body protein 5"
"8040173"	"1"	"0.0136139"	"-3.10"	"-3.33"	"-1.88e-01"	"TAF1B"	"TATA-box binding protein associated factor, RNA polymerase I subunit B"
"8002370"	"1"	"0.0136603"	"-3.10"	"-3.34"	"-2.97e-01"	"ST3GAL2"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"
"7894636"	"1"	"0.0136913"	"-3.10"	"-3.34"	"-4.68e-01"	""	""
"8158212"	"1"	"0.0137563"	"3.10"	"-3.34"	"2.96e-01"	""	""
"8179351"	"1"	"0.0138078"	"-3.09"	"-3.34"	"-9.50e-01"	"CFB"	"complement factor B"
"8055275"	"1"	"0.0138456"	"-3.09"	"-3.34"	"-1.71e-01"	""	""
"8026139"	"1"	"0.0138492"	"-3.09"	"-3.34"	"-3.67e-01"	"NFIX"	"nuclear factor I X"
"8079966"	"1"	"0.013933"	"3.09"	"-3.34"	"2.16e-01"	"SEMA3B"	"semaphorin 3B"
"7961875"	"1"	"0.013965"	"3.09"	"-3.34"	"2.54e-01"	"LMNTD1"	"lamin tail domain containing 1"
"8096314"	"1"	"0.0140371"	"3.08"	"-3.35"	"2.07e-01"	"PKD2"	"polycystin 2, transient receptor potential cation channel"
"7896521"	"1"	"0.0140631"	"-3.08"	"-3.35"	"-4.34e-01"	""	""
"8055702"	"1"	"0.0140658"	"-3.08"	"-3.35"	"-6.43e-01"	"NMI"	"N-myc and STAT interactor"
"8063156"	"1"	"0.0140753"	"-3.08"	"-3.35"	"-3.16e-01"	"CD40"	"CD40 molecule"
"8001306"	"1"	"0.0141003"	"3.08"	"-3.35"	"1.91e-01"	"SIAH1"	"siah E3 ubiquitin protein ligase 1"
"7956271"	"1"	"0.0141104"	"-3.08"	"-3.35"	"-2.59e-01"	"HSD17B6"	"hydroxysteroid 17-beta dehydrogenase 6"
"7923039"	"1"	"0.0141165"	"-3.08"	"-3.35"	"-2.96e-01"	""	""
"7988921"	"1"	"0.0141171"	"3.08"	"-3.35"	"2.54e-01"	"MYO5A"	"myosin VA"
"7896519"	"1"	"0.0141331"	"-3.08"	"-3.35"	"-4.07e-01"	""	""
"8043502"	"1"	"0.0141356"	"-3.08"	"-3.35"	"-5.63e-01"	""	""
"8030789"	"1"	"0.0141918"	"-3.08"	"-3.35"	"-4.74e-01"	"SIGLEC7"	"sialic acid binding Ig like lectin 7"
"7945979"	"1"	"0.0142998"	"-3.07"	"-3.35"	"-2.08e-01"	"TRIM68"	"tripartite motif containing 68"
"8073072"	"1"	"0.0143204"	"-3.07"	"-3.35"	"-4.90e-01"	"APOBEC3D"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3D"
"7940108"	"1"	"0.0144007"	"3.07"	"-3.36"	"2.44e-01"	"OR6Q1"	"olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene)"
"8048898"	"1"	"0.0144045"	"-3.07"	"-3.36"	"-7.90e-01"	"SP140"	"SP140 nuclear body protein"
"7962590"	"1"	"0.0144769"	"-3.06"	"-3.36"	"-2.81e-01"	"RPAP3"	"RNA polymerase II associated protein 3"
"8069448"	"1"	"0.0145003"	"-3.06"	"-3.36"	"-5.62e-01"	""	""
"8117955"	"1"	"0.014502"	"-3.06"	"-3.36"	"-1.94e-01"	"MRPS18B///MRPS18B"	"mitochondrial ribosomal protein S18B///mitochondrial ribosomal protein S18B"
"8177824"	"1"	"0.014502"	"-3.06"	"-3.36"	"-1.94e-01"	"MRPS18B///MRPS18B"	"mitochondrial ribosomal protein S18B///mitochondrial ribosomal protein S18B"
"8179139"	"1"	"0.014502"	"-3.06"	"-3.36"	"-1.94e-01"	"MRPS18B///MRPS18B"	"mitochondrial ribosomal protein S18B///mitochondrial ribosomal protein S18B"
"7927732"	"1"	"0.014518"	"3.06"	"-3.36"	"1.80e-01"	"ARID5B"	"AT-rich interaction domain 5B"
"8028991"	"1"	"0.0145194"	"-3.06"	"-3.36"	"-3.52e-01"	"CYP2S1"	"cytochrome P450 family 2 subfamily S member 1"
"8041138"	"1"	"0.0145299"	"-3.06"	"-3.36"	"-2.33e-01"	"SPDYA"	"speedy/RINGO cell cycle regulator family member A"
"7970922"	"1"	"0.0145397"	"-3.06"	"-3.36"	"-1.76e-01"	""	""
"8158059"	"1"	"0.0145452"	"-3.06"	"-3.36"	"-5.64e-01"	"STXBP1"	"syntaxin binding protein 1"
"7972414"	"1"	"0.014571"	"3.06"	"-3.36"	"1.62e-01"	""	""
"8055697"	"1"	"0.0145801"	"-3.06"	"-3.36"	"-2.78e-01"	"RBM43"	"RNA binding motif protein 43"
"8016847"	"1"	"0.0146287"	"-3.06"	"-3.36"	"-2.82e-01"	"TRIM25"	"tripartite motif containing 25"
"8092741"	"1"	"0.0146868"	"-3.05"	"-3.36"	"-2.32e-01"	"UTS2B"	"urotensin 2B"
"7991395"	"1"	"0.0147056"	"-3.05"	"-3.36"	"-3.07e-01"	"GABARAPL3"	"GABA type A receptor associated protein like 3 pseudogene"
"8081073"	"1"	"0.0147554"	"-3.05"	"-3.37"	"-2.12e-01"	"C3orf38"	"chromosome 3 open reading frame 38"
"7905503"	"1"	"0.0147834"	"-3.05"	"-3.37"	"-3.61e-01"	"LCE2C"	"late cornified envelope 2C"
"7906377"	"1"	"0.0148955"	"-3.05"	"-3.37"	"-4.76e-01"	"MNDA"	"myeloid cell nuclear differentiation antigen"
"8151281"	"1"	"0.0150841"	"-3.04"	"-3.37"	"-1.86e-01"	"TRAM1"	"translocation associated membrane protein 1"
"8019494"	"1"	"0.0152179"	"-3.03"	"-3.38"	"-1.91e-01"	"OGFOD3"	"2-oxoglutarate and iron dependent oxygenase domain containing 3"
"8014700"	"1"	"0.0152694"	"-3.03"	"-3.38"	"-2.72e-01"	"C17orf96"	"chromosome 17 open reading frame 96"
"8060940"	"1"	"0.0153282"	"-3.03"	"-3.38"	"-8.64e-01"	"LAMP5"	"lysosomal associated membrane protein family member 5"
"8178115"	"1"	"0.0153711"	"-3.03"	"-3.38"	"-9.81e-01"	"CFB"	"complement factor B"
"7934936"	"1"	"0.0153833"	"3.02"	"-3.38"	"1.60e-01"	"SLC16A12"	"solute carrier family 16 member 12"
"7934898"	"1"	"0.0154403"	"-3.02"	"-3.38"	"-1.58"	"ANKRD22"	"ankyrin repeat domain 22"
"8163999"	"1"	"0.0154442"	"-3.02"	"-3.38"	"-2.09e-01"	"ZBTB6"	"zinc finger and BTB domain containing 6"
"8146460"	"1"	"0.0155236"	"3.02"	"-3.39"	"2.12e-01"	""	""
"8079311"	"1"	"0.0155328"	"-3.02"	"-3.39"	"-1.77e-01"	"LARS2"	"leucyl-tRNA synthetase 2, mitochondrial"
"7893124"	"1"	"0.0156003"	"3.02"	"-3.39"	"5.55e-01"	""	""
"7896706"	"1"	"0.0156104"	"-3.02"	"-3.39"	"-4.95e-01"	""	""
"8083011"	"1"	"0.0157178"	"-3.01"	"-3.39"	"-1.77e-01"	"MRPS22"	"mitochondrial ribosomal protein S22"
"8175747"	"1"	"0.0157402"	"3.01"	"-3.39"	"1.93e-01"	"MAGEA6///MAGEA3"	"MAGE family member A6///MAGE family member A3"
"7979269"	"1"	"0.015778"	"-3.01"	"-3.39"	"-5.23e-01"	"GCH1"	"GTP cyclohydrolase 1"
"8047788"	"1"	"0.0158544"	"3.01"	"-3.39"	"9.95e-01"	"ADAM23"	"ADAM metallopeptidase domain 23"
"8030974"	"1"	"0.0158713"	"3.00"	"-3.39"	"2.06e-01"	"FAM90A27P"	"family with sequence similarity 90, member A27, pseudogene"
"7948364"	"1"	"0.0159058"	"3.00"	"-3.4"	"3.21e-01"	"MPEG1"	"macrophage expressed 1"
"8078066"	"1"	"0.0159965"	"-3.00"	"-3.4"	"-5.98e-01"	"FGD5"	"FYVE, RhoGEF and PH domain containing 5"
"8151213"	"1"	"0.0160575"	"-3.00"	"-3.4"	"-2.03e-01"	""	""
"8120431"	"1"	"0.016162"	"-2.99"	"-3.4"	"-1.81e-01"	"PTP4A1"	"protein tyrosine phosphatase type IVA, member 1"
"8109120"	"1"	"0.016182"	"2.99"	"-3.4"	"3.45e-01"	"AFAP1L1"	"actin filament associated protein 1 like 1"
"7953243"	"1"	"0.0162867"	"-2.99"	"-3.4"	"-3.00e-01"	"NDUFA9"	"NADH:ubiquinone oxidoreductase subunit A9"
"7983890"	"1"	"0.0163077"	"2.99"	"-3.4"	"4.62e-01"	"MYZAP///GCOM1"	"myocardial zonula adherens protein///GRINL1A complex locus 1"
"7896478"	"1"	"0.0163186"	"-2.99"	"-3.41"	"-4.32e-01"	""	""
"7982564"	"1"	"0.0163492"	"2.99"	"-3.41"	"2.36e-01"	"SPRED1"	"sprouty related EVH1 domain containing 1"
"8115831"	"1"	"0.0163561"	"2.99"	"-3.41"	"2.30e-01"	"DUSP1"	"dual specificity phosphatase 1"
"8028652"	"1"	"0.0165166"	"2.98"	"-3.41"	"2.32e-01"	"ZFP36"	"ZFP36 ring finger protein"
"7913644"	"1"	"0.0165562"	"2.98"	"-3.41"	"1.98e-01"	"E2F2"	"E2F transcription factor 2"
"8095806"	"1"	"0.0166251"	"-2.98"	"-3.41"	"-2.36e-01"	"ART3"	"ADP-ribosyltransferase 3"
"7908595"	"1"	"0.0166979"	"-2.97"	"-3.41"	"-2.58e-01"	""	""
"8118345"	"1"	"0.0167041"	"-2.97"	"-3.41"	"-9.57e-01"	"CFB"	"complement factor B"
"7953975"	"1"	"0.0167185"	"-2.97"	"-3.41"	"-1.77e-01"	""	""
"7896071"	"1"	"0.0167402"	"2.97"	"-3.42"	"4.30e-01"	""	""
"8168107"	"1"	"0.016786"	"-2.97"	"-3.42"	"-2.02e-01"	"AWAT1"	"acyl-CoA wax alcohol acyltransferase 1"
"8043993"	"1"	"0.0168009"	"-2.97"	"-3.42"	"-2.49e-01"	"LOC100131131"	"AHPA9419"
"8012138"	"1"	"0.0168435"	"2.97"	"-3.42"	"3.02e-01"	""	""
"7907370"	"1"	"0.0169355"	"2.96"	"-3.42"	"3.60e-01"	"DNM3"	"dynamin 3"
"7894034"	"1"	"0.0169786"	"-2.96"	"-3.42"	"-5.80e-01"	""	""
"7929032"	"1"	"0.0170812"	"-2.96"	"-3.42"	"-4.08e-01"	"FAS"	"Fas cell surface death receptor"
"8053484"	"1"	"0.017082"	"-2.96"	"-3.42"	"-2.67e-01"	"ST3GAL5"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 5"
"7940333"	"1"	"0.0171727"	"-2.95"	"-3.43"	"-1.79e-01"	"MS4A15"	"membrane spanning 4-domains A15"
"8161000"	"1"	"0.0171933"	"2.95"	"-3.43"	"2.07e-01"	""	""
"8168366"	"1"	"0.0171958"	"-2.95"	"-3.43"	"-2.01e-01"	"PIN4"	"peptidylprolyl cis/trans isomerase, NIMA-interacting 4"
"7895477"	"1"	"0.0172933"	"2.95"	"-3.43"	"3.80e-01"	""	""
"8021101"	"1"	"0.0173305"	"-2.95"	"-3.43"	"-2.16e-01"	"HAUS1"	"HAUS augmin like complex subunit 1"
"7957962"	"1"	"0.017385"	"-2.95"	"-3.43"	"-6.27e-01"	"SPIC///SPIC"	"Spi-C transcription factor///Spi-C transcription factor"
"7948902"	"1"	"0.0173963"	"-2.95"	"-3.43"	"-2.88e-01"	"SNHG1///SNORD29"	"small nucleolar RNA host gene 1///small nucleolar RNA, C/D box 29"
"8165458"	"1"	"0.0174306"	"2.95"	"-3.43"	"1.92e-01"	"TMEM210"	"transmembrane protein 210"
"7918457"	"1"	"0.0174813"	"-2.94"	"-3.43"	"-2.44e-01"	"KCNA3"	"potassium voltage-gated channel subfamily A member 3"
"8129953"	"1"	"0.0175211"	"-2.94"	"-3.43"	"-5.66e-01"	"HIVEP2"	"human immunodeficiency virus type I enhancer binding protein 2"
"8105862"	"1"	"0.0176038"	"-2.94"	"-3.44"	"-2.14e-01"	"CDK7"	"cyclin dependent kinase 7"
"8177462"	"1"	"0.0176038"	"-2.94"	"-3.44"	"-2.14e-01"	"CDK7"	"cyclin dependent kinase 7"
"8049544"	"1"	"0.0176157"	"2.94"	"-3.44"	"2.44e-01"	"LRRFIP1"	"LRR binding FLII interacting protein 1"
"7940924"	"1"	"0.0176429"	"2.94"	"-3.44"	"2.11e-01"	"PLCB3"	"phospholipase C beta 3"
"7893215"	"1"	"0.017737"	"2.93"	"-3.44"	"5.27e-01"	""	""
"7895291"	"1"	"0.0177743"	"-2.93"	"-3.44"	"-9.39e-01"	""	""
"8164587"	"1"	"0.0178485"	"-2.93"	"-3.44"	"-2.45e-01"	"TOR1A"	"torsin family 1 member A"
"7951435"	"1"	"0.017908"	"-2.93"	"-3.44"	"-1.99e-01"	"AASDHPPT"	"aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase"
"7971663"	"1"	"0.0179092"	"2.93"	"-3.44"	"1.68e-01"	"DLEU7"	"deleted in lymphocytic leukemia, 7"
"8081710"	"1"	"0.0179289"	"-2.93"	"-3.44"	"-2.19e-01"	"SIDT1"	"SID1 transmembrane family member 1"
"7982046"	"1"	"0.0179377"	"-2.93"	"-3.44"	"-2.41e-01"	"SNORD115-44///SNORD115-43///SNORD115-41///SNORD115-40///SNORD115-39///SNORD115-36///SNORD115-29///SNORD115-26///SNORD115-25///SNORD115-22///SNORD115-20///SNORD115-19///SNORD115-18///SNORD115-17///SNORD115-16///SNORD115-13///SNORD115-12///SNORD115-11///SNORD115-9///SNORD115-7///SNORD115-5///SNORD115-3///SNORD115-2///SNORD115-1///SNRPN"	"small nucleolar RNA, C/D box 115-44///small nucleolar RNA, C/D box 115-43///small nucleolar RNA, C/D box 115-41///small nucleolar RNA, C/D box 115-40///small nucleolar RNA, C/D box 115-39///small nucleolar RNA, C/D box 115-36///small nucleolar RNA, C/D box 115-29///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-25///small nucleolar RNA, C/D box 115-22///small nucleolar RNA, C/D box 115-20///small nucleolar RNA, C/D box 115-19///small nucleolar RNA, C/D box 115-18///small nucleolar RNA, C/D box 115-17///small nucleolar RNA, C/D box 115-16///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-12///small nucleolar RNA, C/D box 115-11///small nucleolar RNA, C/D box 115-9///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 115-5///small nucleolar RNA, C/D box 115-3///small nucleolar RNA, C/D box 115-2///small nucleolar RNA, C/D box 115-1///small nuclear ribonucleoprotein polypeptide N"
"8081256"	"1"	"0.0181798"	"-2.92"	"-3.45"	"-2.31e-01"	"TBC1D23"	"TBC1 domain family member 23"
"7936083"	"1"	"0.0181876"	"-2.92"	"-3.45"	"-2.04e-01"	"PCGF6"	"polycomb group ring finger 6"
"8075390"	"1"	"0.0182202"	"2.92"	"-3.45"	"1.86e-01"	"SEC14L4"	"SEC14 like lipid binding 4"
"8161017"	"1"	"0.0182365"	"-2.92"	"-3.45"	"-3.29e-01"	"SIT1"	"signaling threshold regulating transmembrane adaptor 1"
"8102523"	"1"	"0.0182724"	"-2.92"	"-3.45"	"-2.49e-01"	"FABP2"	"fatty acid binding protein 2"
"8146198"	"1"	"0.0182941"	"-2.91"	"-3.45"	"-3.02e-01"	"POLB"	"DNA polymerase beta"
"8096098"	"1"	"0.0183025"	"-2.91"	"-3.45"	"-2.08e-01"	"COPS4"	"COP9 signalosome subunit 4"
"8144701"	"1"	"0.0183348"	"2.91"	"-3.45"	"2.92e-01"	"LOC100131581"	"uncharacterized LOC100131581"
"8027239"	"1"	"0.0184044"	"-2.91"	"-3.45"	"-2.61e-01"	""	""
"7894742"	"1"	"0.0184424"	"2.91"	"-3.45"	"4.27e-01"	""	""
"8069565"	"1"	"0.018516"	"-2.91"	"-3.46"	"-1.99e-01"	"BTG3"	"BTG anti-proliferation factor 3"
"8061092"	"1"	"0.0185176"	"-2.91"	"-3.46"	"-2.48e-01"	""	""
"7916282"	"1"	"0.0185786"	"2.90"	"-3.46"	"4.08e-01"	"LRP8"	"LDL receptor related protein 8"
"7895523"	"1"	"0.0186366"	"-2.90"	"-3.46"	"-3.62e-01"	""	""
"8085954"	"1"	"0.0186919"	"-2.90"	"-3.46"	"-2.46e-01"	"AZI2"	"5-azacytidine induced 2"
"7981290"	"1"	"0.0187283"	"-2.90"	"-3.46"	"-2.42e-01"	"WARS"	"tryptophanyl-tRNA synthetase"
"8005628"	"1"	"0.0187485"	"-2.90"	"-3.46"	"-4.00e-01"	""	""
"7896424"	"1"	"0.0187922"	"2.90"	"-3.46"	"2.08e-01"	""	""
"8132990"	"1"	"0.0188163"	"-2.90"	"-3.46"	"-1.89e-01"	""	""
"8018236"	"1"	"0.0188339"	"-2.90"	"-3.46"	"-1.58e-01"	"FDXR"	"ferredoxin reductase"
"8033987"	"1"	"0.0188656"	"-2.90"	"-3.46"	"-8.70e-01"	"ICAM3"	"intercellular adhesion molecule 3"
"8062555"	"1"	"0.0189324"	"2.89"	"-3.46"	"1.92e-01"	""	""
"7898167"	"1"	"0.0190124"	"2.89"	"-3.47"	"1.89e-01"	"CTRC"	"chymotrypsin C"
"7931268"	"1"	"0.0190135"	"-2.89"	"-3.47"	"-1.99e-01"	"BCCIP"	"BRCA2 and CDKN1A interacting protein"
"8151030"	"1"	"0.0191001"	"2.89"	"-3.47"	"3.08e-01"	""	""
"8173059"	"1"	"0.0191693"	"-2.89"	"-3.47"	"-2.33e-01"	"WNK3"	"WNK lysine deficient protein kinase 3"
"7972297"	"1"	"0.0192157"	"2.88"	"-3.47"	"3.86e-01"	"ABCC4"	"ATP binding cassette subfamily C member 4"
"7895286"	"1"	"0.0192205"	"2.88"	"-3.47"	"5.71e-01"	""	""
"7993726"	"1"	"0.0192959"	"-2.88"	"-3.47"	"-4.61e-01"	"ACSM5"	"acyl-CoA synthetase medium-chain family member 5"
"7911209"	"1"	"0.0193861"	"-2.88"	"-3.47"	"-2.16e-01"	"OR2G3"	"olfactory receptor family 2 subfamily G member 3"
"7896659"	"1"	"0.0194031"	"-2.88"	"-3.47"	"-8.17e-01"	""	""
"7895187"	"1"	"0.0194301"	"-2.88"	"-3.47"	"-3.05e-01"	""	""
"7914127"	"1"	"0.0194301"	"-2.88"	"-3.47"	"-9.77e-01"	"IFI6"	"interferon alpha inducible protein 6"
"8176397"	"1"	"0.0194545"	"-2.88"	"-3.48"	"-1.71e-01"	"TGIF2LY///TGIF2LX"	"TGFB induced factor homeobox 2 like, Y-linked///TGFB induced factor homeobox 2 like, X-linked"
"8010248"	"1"	"0.0194867"	"2.87"	"-3.48"	"2.42e-01"	"AFMID"	"arylformamidase"
"8101624"	"1"	"0.0195011"	"-2.87"	"-3.48"	"-2.74e-01"	"KLHL8"	"kelch like family member 8"
"8066273"	"1"	"0.0196937"	"2.87"	"-3.48"	"1.75e-01"	""	""
"8133688"	"1"	"0.0197299"	"2.87"	"-3.48"	"3.19e-01"	"SNORA14A"	"small nucleolar RNA, H/ACA box 14A"
"8002667"	"1"	"0.0197582"	"-2.87"	"-3.48"	"-7.09e-01"	"PMFBP1"	"polyamine modulated factor 1 binding protein 1"
"7953409"	"1"	"0.0198256"	"-2.86"	"-3.48"	"-1.62e-01"	"PTMS"	"parathymosin"
"8092169"	"1"	"0.0198353"	"-2.86"	"-3.48"	"-1.12"	"TNFSF10"	"tumor necrosis factor superfamily member 10"
"8133006"	"1"	"0.0198789"	"-2.86"	"-3.48"	"-2.11e-01"	""	""
"7895303"	"1"	"0.0198828"	"2.86"	"-3.48"	"5.63e-01"	""	""
"7894162"	"1"	"0.0199405"	"-2.86"	"-3.49"	"-3.35e-01"	""	""
"8174304"	"1"	"0.0200148"	"2.86"	"-3.49"	"2.05e-01"	"SERPINA7"	"serpin family A member 7"
"7894679"	"1"	"0.0200151"	"2.86"	"-3.49"	"7.15e-01"	""	""
"8157264"	"1"	"0.020061"	"-2.86"	"-3.49"	"-2.32e-01"	"SLC31A2"	"solute carrier family 31 member 2"
"8099551"	"1"	"0.0200698"	"2.86"	"-3.49"	"2.21e-01"	"FAM184B"	"family with sequence similarity 184 member B"
"8082118"	"1"	"0.020201"	"2.85"	"-3.49"	"1.89e-01"	""	""
"7895747"	"1"	"0.0202276"	"-2.85"	"-3.49"	"-4.86e-01"	""	""
"7997381"	"1"	"0.0203629"	"-2.85"	"-3.49"	"-3.78e-01"	"CENPN"	"centromere protein N"
"7944801"	"1"	"0.0203833"	"2.85"	"-3.49"	"1.99e-01"	"OR10G8"	"olfactory receptor family 10 subfamily G member 8"
"7989849"	"1"	"0.0204325"	"2.84"	"-3.49"	"2.29e-01"	"DENND4A"	"DENN domain containing 4A"
"7927981"	"1"	"0.0204392"	"-2.84"	"-3.5"	"-1.87e-01"	"SUPV3L1"	"Suv3 like RNA helicase"
"8052016"	"1"	"0.0204531"	"2.84"	"-3.5"	"1.84e-01"	""	""
"7962199"	"1"	"0.0205511"	"2.84"	"-3.5"	"2.07e-01"	""	""
"8014749"	"1"	"0.0205586"	"2.84"	"-3.5"	"2.72e-01"	"RPL23"	"ribosomal protein L23"
"8104634"	"1"	"0.0205844"	"2.84"	"-3.5"	"3.33e-01"	"PRDM9"	"PR/SET domain 9"
"8052418"	"1"	"0.0206533"	"-2.84"	"-3.5"	"-3.08e-01"	"PUS10"	"pseudouridylate synthase 10"
"8063583"	"1"	"0.0207298"	"-2.84"	"-3.5"	"-1.74e-01"	"RBM38"	"RNA binding motif protein 38"
"8037352"	"1"	"0.0207459"	"2.84"	"-3.5"	"2.46e-01"	"IRGQ"	"immunity related GTPase Q"
"8073096"	"1"	"0.0208069"	"-2.83"	"-3.5"	"-5.59e-01"	"APOBEC3H"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3H"
"8167874"	"1"	"0.0208226"	"2.83"	"-3.5"	"2.66e-01"	""	""
"8054513"	"1"	"0.0208341"	"-2.83"	"-3.5"	"-2.27e-01"	"LINC01123///LINC01106"	"long intergenic non-protein coding RNA 1123///long intergenic non-protein coding RNA 1106"
"7993298"	"1"	"0.0209428"	"-2.83"	"-3.5"	"-1.91e-01"	"ERCC4"	"ERCC excision repair 4, endonuclease catalytic subunit"
"7986675"	"1"	"0.0210028"	"2.83"	"-3.51"	"2.17e-01"	"NIPA1"	"non imprinted in Prader-Willi/Angelman syndrome 1"
"8149555"	"1"	"0.0210295"	"2.83"	"-3.51"	"4.87e-01"	"PSD3"	"pleckstrin and Sec7 domain containing 3"
"7893216"	"1"	"0.0210553"	"-2.83"	"-3.51"	"-8.06e-01"	""	""
"7983614"	"1"	"0.0210714"	"2.83"	"-3.51"	"3.08e-01"	""	""
"8169701"	"1"	"0.0210816"	"-2.83"	"-3.51"	"-2.05e-01"	"MCTS1"	"MCTS1, re-initiation and release factor"
"8067903"	"1"	"0.0211227"	"-2.82"	"-3.51"	"-2.04e-01"	"USP25"	"ubiquitin specific peptidase 25"
"8010832"	"1"	"0.0211666"	"-2.82"	"-3.51"	"-2.55e-01"	"FN3KRP"	"fructosamine 3 kinase related protein"
"7942889"	"1"	"0.0213335"	"-2.82"	"-3.51"	"-2.34e-01"	"TMEM126A"	"transmembrane protein 126A"
"8143499"	"1"	"0.0214253"	"2.81"	"-3.51"	"2.36e-01"	"TRPV6"	"transient receptor potential cation channel subfamily V member 6"
"8142876"	"1"	"0.0215152"	"2.81"	"-3.52"	"2.84e-01"	""	""
"8007188"	"1"	"0.0216191"	"-2.81"	"-3.52"	"-3.89e-01"	"CNP"	"2',3'-cyclic nucleotide 3' phosphodiesterase"
"7896309"	"1"	"0.0218214"	"-2.80"	"-3.52"	"-2.81e-01"	""	""
"8152133"	"1"	"0.0218249"	"-2.80"	"-3.52"	"-2.56e-01"	"RRM2B"	"ribonucleotide reductase regulatory TP53 inducible subunit M2B"
"7896083"	"1"	"0.0218697"	"-2.80"	"-3.52"	"-4.31e-01"	""	""
"8151092"	"1"	"0.0218782"	"2.80"	"-3.52"	"2.88e-01"	"CRH"	"corticotropin releasing hormone"
"7927599"	"1"	"0.0218867"	"-2.80"	"-3.52"	"-2.49e-01"	"ASAH2B///ASAH2"	"N-acylsphingosine amidohydrolase 2B///N-acylsphingosine amidohydrolase 2"
"7893630"	"1"	"0.0219379"	"-2.80"	"-3.52"	"-3.85e-01"	""	""
"7895623"	"1"	"0.021951"	"-2.80"	"-3.52"	"-4.78e-01"	""	""
"7894728"	"1"	"0.0220048"	"-2.80"	"-3.52"	"-3.73e-01"	""	""
